Food Name,Sugar,Fat,Sodium,class_name,subclass_name,nova,octagons
Butterfly Premium Basmati Rice,,,0.0017g,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,0
Ranee Premium Spaghetti Pasta,0g,0g,,PASTAS,PASTA - SPAGHETTI,Processed foods,0
Amana Premium Pishori Rice,0.5g,0.8g,,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,0
L Epi D Or No.2 Noodles,,,,NOODLES,NOODLES,Processed foods,0
Argus Popcorn Imported 500Gms,,,,POPCORN KERNELS,POPCORN KERNELS,Unprocessed/Minimally processed foods,0
Guru Premium Blended Varity Pishori Rice,0g,0g,0g,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,0
Carrefour Beef Chili Con Carne Ready Meal,1.6g,3.3g,,PROCESSED MEAT,PRE-PREPARED BEEF,Processed foods,0
Real Aromatic Pishori Basmati Rice,0g,3g,0g,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,0
Pasta Zara 53 Lumaconi Rigati Pasta,,1g,,PASTAS,OTHER PASTA SHAPES,Processed foods,0
Kings Daily Brand Nyayo Beans,,10g,0.753g,"PULSES - PEAS, LENTILS, BEANS",NYAYO BEANS,Unprocessed/Minimally processed foods,2
Kings S S Long Grain Rice,,,0.002g,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,0
Guru Parboiled Rice,,1g,,CEREAL GRAINS,PARBOILED RICE,Unprocessed/Minimally processed foods,0
Sesame Seeds,,1g,0.001g,HERBS AND SPICES,SPICES - SESAME SEEDS,Unprocessed/Minimally processed foods,0
Sunrice Mwea Pishori Rice,0.5g,0.8g,,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,0
Carrefour Couscous Thin Semoulina,3g,1.5g,0.004g,CEREAL GRAINS,BROWN RICE,Unprocessed/Minimally processed foods,0
Nutrameal Split Moongdal,,,,"PULSES - PEAS, LENTILS, BEANS",GREEN GRAMS,Unprocessed/Minimally processed foods,0
Carrefour Pasta Risetti,3g,2g,0.005g,PASTAS,OTHER PASTA SHAPES,Processed foods,0
Butterfly Lentils Green Grams Washed Mung Dal,,,,"PULSES - PEAS, LENTILS, BEANS",LENTILS,Unprocessed/Minimally processed foods,0
Nutrameal Chana Dal,,,,"PULSES - PEAS, LENTILS, BEANS",LENTILS,Unprocessed/Minimally processed foods,0
Barilla N65 Farfalle Durum Wheat Pasta,3g,2g,,PASTAS,OTHER PASTA SHAPES,Processed foods,0
Butterfly Lentils Yellow Gram Split And Peeled Chanadal,,,,"PULSES - PEAS, LENTILS, BEANS",LENTILS,Unprocessed/Minimally processed foods,0
Riscossa 2 Spaghetti Pasta,3g,1g,0.002g,PASTAS,PASTA - SPAGHETTI,Processed foods,0
Carrefour Pasta Tripolini,1g,0g,0.002g,PASTAS,OTHER PASTA SHAPES,Processed foods,0
Nutrameal Toor Dal,,,,"PULSES - PEAS, LENTILS, BEANS",LENTILS,Unprocessed/Minimally processed foods,0
Naturalli White Quinoa Grain,,,,CEREAL GRAINS,BROWN RICE,Unprocessed/Minimally processed foods,0
Novi Black Beans,,,,"PULSES - PEAS, LENTILS, BEANS",BLACK BEANS (NJAHI),Unprocessed/Minimally processed foods,0
Pearl Polished Green Grams,,,,"PULSES - PEAS, LENTILS, BEANS",GREEN GRAMS,Unprocessed/Minimally processed foods,0
Carrefour Pasta Vermicelli,0g,1g,0g,PASTAS,OTHER PASTA SHAPES,Processed foods,0
Eva Pumpkin Seed Kernel,,,,VEGETABLES,PUMPKIN,Unprocessed/Minimally processed foods,0
Nutrameal Split Washed Moong Dal,,,,"PULSES - PEAS, LENTILS, BEANS",GREEN GRAMS,Unprocessed/Minimally processed foods,0
Butterfly Red Lentil Football,,,,"PULSES - PEAS, LENTILS, BEANS",LENTILS,Unprocessed/Minimally processed foods,0
Guru Premium Blended Pishori Rice,0g,0g,0g,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,0
Butterfly Pulses Red Haricot Beans,3.88g,1.5g,0.005g,"PULSES - PEAS, LENTILS, BEANS",HARICOT BEANS,Unprocessed/Minimally processed foods,0
Santa Maria Grandi Pasta,,6g,,PASTAS,PASTA - GRANDI,Processed foods,0
Daawat Parboiled Rice,,1g,,CEREAL GRAINS,PARBOILED RICE,Unprocessed/Minimally processed foods,0
DAAWAT BLACK BEANS NJAHI,,,,"PULSES - PEAS, LENTILS, BEANS",BLACK BEANS (NJAHI),Unprocessed/Minimally processed foods,0
224 PISHORI RICE,0g,0g,0g,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,0
Nutrameal Yellow Grams Chana,,5g,,"PULSES - PEAS, LENTILS, BEANS",LENTILS,Unprocessed/Minimally processed foods,0
Malbros Daawat Biryani Rice,,0.47g,0.0017g,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,0
Argus Green Grams,,,,"PULSES - PEAS, LENTILS, BEANS",GREEN GRAMS,Unprocessed/Minimally processed foods,0
Eva Chia Seeds,,30.8g,,CEREAL GRAINS,BROWN RICE,Unprocessed/Minimally processed foods,1
De Cecco Linguine Pasta,3g,1g,,PASTAS,PASTA - SPAGHETTI,Processed foods,0
GORO NO 81 TAGLIATELLE,2.5g,1.5g,,PASTAS,OTHER PASTA SHAPES,Processed foods,0
Butterfly Cracked Wheat,,,,CEREAL GRAINS,BROWN RICE,Unprocessed/Minimally processed foods,0
Daawat Long Grain Rice,0.1g,0.4g,0.0016g,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,0
ROYAL PASTA RIGATONI,,,,PASTAS,OTHER PASTA SHAPES,Processed foods,0
Royal Spaghetti,5g,,0.015g,PASTAS,PASTA - SPAGHETTI,Processed foods,1
Pasta Zara Tagliatelle All Uovo Pasta,,2.3g,0.019g,PASTAS,OTHER PASTA SHAPES,Processed foods,0
Pearl Pulses Large Size Whole Masoor Dal,,,,"PULSES - PEAS, LENTILS, BEANS",LENTILS,Unprocessed/Minimally processed foods,0
Warda Rose Blanche Couscous Medium,,1.5g,,CEREAL GRAINS,BROWN RICE,Unprocessed/Minimally processed foods,0
Kings Daily Brand Grade 1 Polished Green Grams,,,,"PULSES - PEAS, LENTILS, BEANS",GREEN GRAMS,Unprocessed/Minimally processed foods,0
Kings Daily Brand Grade Mwea Brown Rice,,3g,0.004g,CEREAL GRAINS,BROWN RICE,Unprocessed/Minimally processed foods,0
Nutrameal Mwitemania Beans,3.88g,1.5g,0.005g,"PULSES - PEAS, LENTILS, BEANS",KENYAN HERITAGE BEANS,Unprocessed/Minimally processed foods,0
L Epi D Or Lasagne Pasta,,,,PASTAS,OTHER PASTA SHAPES,Processed foods,0
Pearl Pulses Nyayo Beans,,,,"PULSES - PEAS, LENTILS, BEANS",NYAYO BEANS,Unprocessed/Minimally processed foods,0
Nutrameal Golden Grams,,,,BREAKFAST CEREALS,OATMEAL/PORRIDGE,Ultra-processed foods,0
Butterfly Pulses Pinto Beans,2.1g,1.2g,0.012g,"PULSES - PEAS, LENTILS, BEANS",PINTO BEANS,Unprocessed/Minimally processed foods,0
Eva Roasted Salted Pumpkin,32.97g,42.13g,0.018g,VEGETABLES,PUMPKIN,Unprocessed/Minimally processed foods,2
Riscossa Cannelloni Pasta,,,,PASTAS,OTHER PASTA SHAPES,Processed foods,0
Kings Daily Brand Grade 1 Lentils Mosoor Whole,,0.58g,0.04g,"PULSES - PEAS, LENTILS, BEANS",LENTILS,Unprocessed/Minimally processed foods,0
Eva Yellow Beans,,,,"PULSES - PEAS, LENTILS, BEANS",YELLOW BEANS,Unprocessed/Minimally processed foods,0
Eva Kamande,,,,"PULSES - PEAS, LENTILS, BEANS",LENTILS,Unprocessed/Minimally processed foods,0
Pearl Yellow Beans,,5.1g,0.0235g,"PULSES - PEAS, LENTILS, BEANS",YELLOW BEANS,Unprocessed/Minimally processed foods,0
Pasta Zara Macroni Pasta,,1g,0.006g,PASTAS,PASTA - MACARONI,Processed foods,0
Butterfly Pulses Kenyan Kidney Nyayo Beans,,,,"PULSES - PEAS, LENTILS, BEANS",KIDNEY BEANS,Unprocessed/Minimally processed foods,0
NUTRAMEAL ROSCOCO WHITE BEANS,,,,"PULSES - PEAS, LENTILS, BEANS",ROSECOCO BEANS,Unprocessed/Minimally processed foods,0
Indian Savoury Methi Puri,0.84g,37.99g,0.1982g,SWEET AND SAVOURY SNACKS,CRISPY PURI,Processed foods,1
Eva Cake Bereliyan Sprinkles,,,,CAKES,CAKES,Ultra-processed foods,0
Granoro Pappardelle No 134 Pasta,5g,1.8g,0g,PASTAS,OTHER PASTA SHAPES,Processed foods,1
Savoury Cassava Crisps,,3g,,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,0
Barilla Spaghettoni No 7 Pasta,1g,18g,0.005g,PASTAS,PASTA - SPAGHETTI,Processed foods,1
Riscossa 1B Spaghetti Pasta,3g,1g,0.002g,PASTAS,PASTA - SPAGHETTI,Processed foods,0
Nutcracker Cous Cous,,,,CEREAL GRAINS,BROWN RICE,Unprocessed/Minimally processed foods,0
Guru Pure Kenya Pishori Rice,,0.5g,0.00032g,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,0
Kings M P S Premium Long Grain Rice,,,0.002g,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,0
Butterfly Lentils Black Grams Washed Urad Dal,,,,"PULSES - PEAS, LENTILS, BEANS",LENTILS,Unprocessed/Minimally processed foods,0
Savoury Banana Crisps,0g,48g,0g,SWEET AND SAVOURY SNACKS,BHUSU MIX,Processed foods,1
Kings MRPP Pishori Rice,,0.5g,0.00075g,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,0
Nutrameal Semolina Flour,,2g,,WHEAT FLOUR,WHEAT FLOUR,Processed foods,0
Amana Healthy Goodness Long Grain Basmati Rice,,0.7g,,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,0
Eva Cake Metalic Purple Sprinkles,,,,BAKING ADDITIVES,BAKING POWDER,Ultra-processed foods,0
Eva Njahi Beans,0.28g,0.46g,0.001g,"PULSES - PEAS, LENTILS, BEANS",BLACK BEANS (NJAHI),Unprocessed/Minimally processed foods,0
Eva Ginger Hot Candy,,,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,0
Indian Savoury Potato Crisps,1.1g,33.5g,0.81g,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,2
Eva Soya Beans,,,,"PULSES - PEAS, LENTILS, BEANS",SOYA BEANS,Unprocessed/Minimally processed foods,0
EXPLORE G FEDAMAME SPAGHETTI,,,,PASTAS,PASTA - SPAGHETTI,Processed foods,0
Pasta Zara No 46 Penne Rigate Pasta,,1g,,PASTAS,OTHER PASTA SHAPES,Processed foods,0
Riscossa Elicoidali No 20 Pasta,,,,PASTAS,OTHER PASTA SHAPES,Processed foods,0
Arborio Rice,,,,CEREAL GRAINS,BROWN RICE,Unprocessed/Minimally processed foods,0
BUTTERFLY TOOR DAL WASHED,0g,1g,0g,"PULSES - PEAS, LENTILS, BEANS",LENTILS,Unprocessed/Minimally processed foods,0
Naturalli Wild Rice,0.7g,0.3g,0.003g,CEREAL GRAINS,BROWN RICE,Unprocessed/Minimally processed foods,0
De Cecco Fettuccelle No 6 Pasta,3.4g,1.5g,,PASTAS,OTHER PASTA SHAPES,Processed foods,0
Fanta Blackcurrant,4g,,0.06g,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Fanta Orange,13g,,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,1
Coca Cola Soda Assorted,,,0g,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Fanta Passion Juice,33.2g,0.12g,0.0149g,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,1
Sprite,12g,,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,1
Mountain Dew Citrus Soda,46g,,0.06g,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,1
Sprite Soda Carbonated Soft Drink,12g,,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,1
Fanta Orange Soda,13g,,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,1
Fanta Blackcurrant Soda,4g,,0.06g,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Pepsi Mirinda Lemon,,,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Sprite Soda,12g,,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,1
Predator Energy Mango Juice,,,,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,0
Mountain Dew Soft Drink,,,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Mirinda Orange Soft Drink,0g,0.003g,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Mirinda Green Apple,,,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Club Blackcurrant Soda,,,0.007g,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Mirinda Fruity Carbonated Mixed Berry Soft Drink,,,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Highlands Club Blackcurrant Soda,71g,,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,1
Warheads Sour G Apple Soda,,,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Highlands Club Pineapple Soda,,,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Old Jamaica Grape Soda,12.4g,0g,0.01g,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,1
Old Jamaica Cream Soda,12.4g,0g,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,1
Club Orange Soda,14g,,0g,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,1
Club Apple Juice,,,0.035g,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,0
Mirinda Pineapple,,,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Hola Very Berry Carbonated Drink,,,0.003g,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Warheads Sour Peach Soda,,,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Highlands Pineapple Club Soda,,,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Highlands Club Soda Blackcurra,,,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Warheads Sour Blk Cherry Soda,,,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Hola Orange Carbonated Drink,13g,0g,0.022g,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,1
Club Orange Juice,24g,,0.015g,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,1
Planet Soda Mixed Berries,10g,0g,0g,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,1
Club Tangawizi Soda,,,0g,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
7UP DRINK,,,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Mountain Dew Soda Can,,,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Club Tangawizi Lime Soda,,,0g,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Vimto Sparkling Fruit Drink,6.1g,,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,1
Mirinda Green Apple Soft Drink,13g,0g,0.005g,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,1
Highlands Club Mango Soda,,,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Hola Rose Carbonated Drink,5.9g,,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,1
Mirinda Pineapple Soft Drink,,,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Warheads Sour Blue Rasp Soda,,,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Warheads Sour Watermelon Soda,,,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Ribena Blackcurrant Juice,13.1g,0g,0.005g,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,1
Ribena Blackcurrant Strawberry Juice,0.5g,,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,0
Savanah Cocopine Juice,18g,,0.035g,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,1
Savanah Strawberry Juice,18.25g,1.42g,0.002g,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,1
Savanah Pineapple Juice,25g,0.3g,0.005g,FRESH/FRUIT JUICES - NO ADDED SUGAR,FRESH/FRUIT JUICES - NO ADDED SUGAR,Unprocessed/Minimally processed foods,1
Savanah Mango Juice,31g,0.1g,0.013g,DILUTING JUICE,SQUASHES,Ultra-processed foods,1
Excel Quencher Orange Drink,2g,0g,0g,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,0
Savanah Orange Juice,21g,0.5g,0.0025g,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,1
Pep Lemon Juice Concentrate,3.2g,,0g,DILUTING JUICE,CORDIALS,Ultra-processed foods,0
Excel Quencher Lemon Treat Drink,11g,4.8g,0.036g,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,1
Pep Cocopine Drink,18g,,0.035g,DILUTING JUICE,SQUASHES,Ultra-processed foods,1
Savanah Punch Fruit Drink,22.88g,0.15g,0.01g,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,1
Savanah Punch Fruit Juice,22.88g,0.15g,0.01g,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,1
Pep Mixed Fruit Concentrate,29g,,0.145g,DILUTING JUICE,CORDIALS,Ultra-processed foods,1
Pep Concentrate Orange Drink,,,0.003g,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,0
Savanah Lemon Juice,6.2g,0.6g,0.0024g,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Processed foods,1
Pep Lemon Drink Concentrate,,,,DILUTING JUICE,CORDIALS,Ultra-processed foods,0
Pep Fruit Cocktail Drink,11.3g,0.1g,0.0049g,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,1
Excel Quencher Pineapple Drink,8g,,0.001g,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,1
Pep Concentrate Orange Drink 1.,33g,0g,0g,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,1
Club Lemon And Lime Soda,,1g,0g,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Sprite Carbonated Soft Drink,12g,,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,1
Clovers Rose Sherbet Syrup,,,,DILUTING JUICE,CORDIALS,Ultra-processed foods,0
Clovers Cordial Lime Juice,1g,,0g,DILUTING JUICE,CORDIALS,Ultra-processed foods,0
7Up Soda Can,,,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Bubble Up Bitter Lemon,,,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Mirinda Orange Carbonated Soft Drink,,,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Club Lemon Lime Drink,41g,,0g,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,1
Mirinda Soda Can,,,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Peptang Lime Mixer Drink,40g,,0.017g,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,1
Schweppes Tonic Water,33g,,0.055g,WATER,MINERAL WATER,Processed foods,1
Fitch And Leedes Lemonade Sparkling Drink,21g,,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,1
Fitch Leeds Grapefruit Tonic,,,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Royal Club Tonic Water,8.6g,,,WATER,MINERAL WATER,Unprocessed/Minimally processed foods,1
Fitch And Leedes Pink Tonic Sparkling Rose And Cucumber Drink,7.1g,0.1g,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,1
Kenyan Originals Rose And Cucumber Tonic Water,,,,WATER,FLAVOURED WATER,Ultra-processed foods,0
Kenyan Originals Turmeric And Chilli Tonic Water,,,,WATER,FLAVOURED WATER,Ultra-processed foods,0
Bubble Up Tonic Water,,,,WATER,FLAVOURED WATER,Processed foods,0
Kenyan Originals Classic African Tonic Water,,,,WATER,FLAVOURED WATER,Processed foods,0
FITCH AND LEEDS BLUE TONIC,7g,0.1g,0.005g,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,1
Fitch And Leedes Pink Tonic Sparkling,0.5g,0.1g,0.005g,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Kenyan Originals Light African Tonic Water,,,,WATER,FLAVOURED WATER,Processed foods,0
Fitch Leedes Classic Ginger Beer,40g,,0.041g,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,1
Fitch Leedes Indian Tonic Sparkling Drink,0.1g,0.5g,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Fitch Leedes Classics Passion Fruit And Lemon Sparkling Drink,42g,,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,1
Coca Cola,27g,,0.025g,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,1
Coke Zero,,,0g,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Coca Cola Zero Can,,,0g,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Coca Cola Soda,27g,,0.025g,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,1
Coca Cola Drink,27g,,0.025g,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,1
Pepsi Cola Soft Drink,41g,0g,0.03g,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,1
Coca Cola No Sugar Drink,,,0g,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Club Cola Drink,10g,,0g,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,1
Pepsi Diet Can,,,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Club Cola Soda,,,0g,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Hola Cola Carbonated Drink,10.6g,0g,0.0085g,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,1
Pepsi Cola,,,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,0
Bavaria 0.0 Apple Non Alcoholic Malt Drink,7.6g,1g,,MALT DRINKS,MALT DRINKS,Ultra-processed foods,1
Bavaria 0.0 Original Non Alcoholic Malt Drink,3g,,0.002g,MALT DRINKS,MALT DRINKS,Ultra-processed foods,0
Azam Malti Coffee Mocha Dark Malt Drink,11g,,0.024g,MALT DRINKS,MALT DRINKS,Ultra-processed foods,1
Azam Malti Drink Coffee,0g,0g,0.005g,MALT DRINKS,MALT DRINKS,Ultra-processed foods,0
Alvaro Malt Drink,9.3g,6.3g,,MALT DRINKS,MALT DRINKS,Ultra-processed foods,1
Tropical Sun Root Beer Nonalc,8.7g,0g,,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,1
Red Bull Energy Drink,11g,,,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,1
Redbull Energy Sugar Free 250Mlx4,,,,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,0
Monster Mucho Loco Energy Drink,28g,,0.035g,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,1
Monster Original Energy Drink,,,,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,0
Monster Zero Ultra White Energy Drink,,0.076g,,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,0
Monster Mucho Loco Can,,,,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,0
Predator Energy Drink,,,0.05g,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,0
Virtue Energy Drink Peach Raspberry,,,,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,0
Virtue Energy Drink Strawberry Lime,,,,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,0
Pick N Peel Sparkling Cider Apple Fruit Drink,14.6g,0g,0.001g,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,1
Redbull Energy Sugar Free,,,,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,0
Power Play Original Energy Drink,,0.1g,0.027g,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,0
Score Energy Drink Striker,,,,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,0
Freego Energy Drink Can,11g,0g,,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,1
Virtue Lemon And Lime Clean Energy Drink,,,,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,0
Redbull Energy Original Duo,,,,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,0
Redbull Energy Sugar Free Duo,,,,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,0
Score Energy Drink GT,,,,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,0
Duma Energy Drink,10g,,0.19g,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,1
Score Energy Drink Crush,,,,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,0
Score Energy Drink Pink Lemon,,,,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,0
Score Energy Drink Passion,,,,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,0
Azam Carbonated Energy Drink,11g,0.1g,,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,1
Reaktor Simba Energy Drink,9g,0g,0g,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,1
Reload Isotonic Lemon Drink,21g,,0.15g,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,1
Reload Orange Isotonic Drink,3.7g,,,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,0
Reload Lemon Isotonic Drink,21g,0g,0.15g,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,1
