Food name,Energy(kJ),Energy(kcal) ,Water(g),Protein(g),Fat(g),Carbohydrate available(g) ,Fibre(g),Ash(g),Ca(mg),Fe(mg),Mg(mg),P(mg),K(mg),Na(mg),Zn(mg),Se(mcg),Vit A-RAE(mcg),Vit A-RE(mcg),Retinol (mcg),b-carotene equivalent (mcg),Thiamin(mg) ,Riboflavin(mg) ,Niacin(mg),Dietary Folate Eq.(mcg),Food folate (mcg),Vit B12(mcg) ,Vit C(mg),Cholesterol (mg),Oxalic acid OXALAC(mg),Phytate(mg) ,IP3 (mg),IP4 (mg),IP5 (mg),IP6 (mg),Isoleucin(mg),Leucine(mg),Lysine(mg),Methionine(mg),Cystine(mg),Phenylalanine(mg),Tyrosine(mg),Threonine(mg),Tryptophan(mg),Valine(mg),Arginine(mg),Histidine(mg),Alanine(mg),Aspartic acid(mg),Glutamic acid(mg),Glycine(mg),Proline(mg),Serine(mg),"Fatty acids, total (standardized)","Fatty acids, total, own calculation (g)_own","Fatty acids, total (from source)(g)_from source",Sum of individual FA(g)(standardized),"fatty acids, total saturated (standardized)","fatty acids, total monounsaturated (standardized)(g)","fatty acids, total polyunsaturated (standardized)(g)","fatty acids, total trans (standardized)(g)","other fatty acids, not specifiied (standardized)","fatty acids, total saturated (own calculation)","fatty acids, total monounsaturated (own calculation)","fatty acids, total polyunsaturated (own calculation)","fatty acids, total trans (own calculation)","other fatty acids, not specifiied (own calculation)","fatty acids, total saturated","fatty acids, total monounsaturated","fatty acids, total polyunsaturated","fatty acids, total trans (from source)","other fatty acids, not specifiied (from source)","Sum of polyunsaturated FA, n-3 (standardized)","Sum of polyunsaturated FA, n-6 (standardized)"
Steamed Rice,513,121,68.6,2.6,0.3,26.7,0.2,1.5,10,0.3,9,49,22,521,0.45,1,0,0,0,0,0.02,0.04,0.4,2,2,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rotli (Indian Chapati),1560,374,21.6,8,16.7,43.8,7.9,2,25,2.7,83,199,234,354,1.64,27,44,46,42,25,0.32,0.09,2.2,39,0,0,0,28,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Potato Bhajia,1960,471,15.1,8.6,31,37.1,4.8,3.5,29,3,39,132,783,587,0.78,2,5,9,1,50,0.17,0.09,1.8,81,81,0,8.2,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaas (Diluted Yoghurt),252,60,86.6,2,2.2,8,0,1.1,106,0.1,8,66,93,262,0.24,2,24,26,23,16,0.04,0.11,0,0,0,0.12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siro (Semolina & Nuts),1720,412,28.4,4.3,26.1,39.4,1.1,0.8,81,0.5,19,105,140,24,0.66,4,196,205,187,105,0.03,0.18,0.3,9,9,0.32,0,73,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minced Meat Balls,659,157,65.9,8.1,5.4,18.6,0.8,1.3,14,4.4,17,126,133,321,1.55,7,9,16,2,79,0.02,0.1,1.4,5,5,0.43,4.1,19,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wheat Flour Porridge,468,111,76.3,2.5,3.9,16.1,0.9,0.3,14,0.9,21,32,60,3,0.24,1,7,7,7,0,0.11,0.05,1.4,37*,7,0.06,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Okra Meat Dish,394,94,80.1,8.2,5.1,3.2,1.3,2.1,23,5.2,24,126,199,559,1.65,8,15,28,3,151,0.03,0.1,1.7,13,13,0.51,9.3,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydrabadi Biryani,819,195,59.3,8.2,8.3,21.4,0.9,1.9,35,1,22,115,187,457,0.62,15,13,19,8,65,0.06,0.09,1.2,4,4,1.08,1.9,19,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chick Peas Curry,524,126,69.2,6,5.1,10.3,7.3,2.1,77,2.5,48,83,329,426,0.96,11,12,23,0,140,0.11,0.06,0.6,61,61,0,5.5,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhature (Fried Indian Bread),1410,337,36.1,5.9,18.5,35.9,1.7,1.9,62,2.8,18,108,109,518,0.5,1,73,87,58,170,0.38,0.27,2.4,180,15,0.35,1.4,11,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pumpkins with Peanut Butter,359,86,82.7,2.6,5.5,5.4,2.6,1.3,24,0.6,29,44,195,196,0.36,1,91,182,0,1090,0.1,0.06,1.6,26,26,0,5.5,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boiled beans ,390,93,74.9,5.2,2.3,10.2,5.3,2.1,43,1.6,32,150,229,355,0.7,2,2,4,0,24,0.09,0.05,0.6,69,69,0,1,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
